,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
10,1853966491168976941,Wed Nov 06 01:03:51 +0000 2024,0,Aku udah buka! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853966491168976941,,,in,Whatsapp/Testi ➡️,0,0,0,https://x.com/conveprt/status/1853966491168976941,864125726018068481,conveprt
11,1853964797462896822,Wed Nov 06 00:57:07 +0000 2024,0,Gestun Fee mulai 15k Shopeepay/spaylater BCA Tokopedia Card Akulaku Bukalapak Lazada Gopaylater/Cicil Kredivo Julo Kartu Kredit/cc Home Credit Honest Indodana BRI Ceria Yup Jenius Credinex Traveloka Tikom Allo Bank #zonauang,1853964797462896822,,,in,open. ,0,0,0,https://x.com/claramiluuu/status/1853964797462896822,3268248596,claramiluuu
12,1853964250567618692,Wed Nov 06 00:54:56 +0000 2024,0,hola masi open gestun allo bank credinex livin jenius bca paylater yup honest tokopedia card cc kartu kredit saldo masih avail ya via scan qr jadi langsung transfer gaperlu co barangg cairin limit paylater qris #zonauang #zonaba chat aku ke https://t.co/NA2wdSN2j6 fast tf,1853964250567618692,,,in,"20 , 35.000+ testi cv ke",0,0,0,https://x.com/YONGIEDELIGHT/status/1853964250567618692,1367615938585976833,YONGIEDELIGHT
13,1853964013002264665,Wed Nov 06 00:54:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 61,1853964013002264665,,,in,,0,0,0,https://x.com/sptigaa/status/1853964013002264665,1484162682853158913,sptigaa
14,1853961636366946622,Wed Nov 06 00:44:33 +0000 2024,0,[83] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853961636366946622,,,in,,0,0,0,https://x.com/convertv2_/status/1853961636366946622,1675735980077379586,convertv2_
15,1853958799528546594,Wed Nov 06 00:33:17 +0000 2024,0,Haiii. Aku open gestun all paylater spaylater tagihan/link gopaylater gopaycicil jenius paylater allobank paylater credinex yup paylater kredivo kartu kredit (CC) BCA paylater dana cicil mandiri paylater dll #zonauang 98,1853958799528546594,,,in,https://t.me/senjaprooof/1,0,0,0,https://x.com/quaintreII/status/1853958799528546594,224173023,quaintreII
16,1853958275974520848,Wed Nov 06 00:31:12 +0000 2024,0,Sudah open yaaaa gestun : Spaylater Gopaylater Akulaku Kredivo Julo Cc kartu kredit Honest Jenius Bca livin paylater Flip Yup paylater Credinex Indodana Dana cicil Allobank paylater Dll Zonauang cairin paylater,1853958275974520848,,,in,since 2018,0,0,0,https://x.com/eksperment/status/1853958275974520848,1036152076655452160,eksperment
17,1853955859208081655,Wed Nov 06 00:21:36 +0000 2024,0,O3. { #zonauang } aku open pencairan limit kredit spaylater kredivo indodana gopaylater bri ceria credinex honest tokopedia card livin yup bca jenius flip paylater! cair instan hitungan menit fastrespon ,1853955859208081655,,,in,LINK WA 👉🏻,0,0,0,https://x.com/ilovystore/status/1853955859208081655,1353587781105233920,ilovystore
18,1853955695089197094,Wed Nov 06 00:20:57 +0000 2024,0,Aku udah buka! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853955695089197094,,,in,,0,0,0,https://x.com/hyfyoon/status/1853955695089197094,2394688310,hyfyoon
19,1853955648494662054,Wed Nov 06 00:20:46 +0000 2024,0,Aku udah buka! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853955648494662054,,,in,,0,0,0,https://x.com/sqtudio/status/1853955648494662054,2429638638,sqtudio
20,1853947662464414191,Tue Nov 05 23:49:02 +0000 2024,0,Gestun Fee mulai 15k Shopeepay/spaylater BCA Tokopedia Card Akulaku Bukalapak Lazada Gopaylater/Cicil Kredivo Julo Kartu Kredit/cc Home Credit Honest Indodana BRI Ceria Yup Jenius Credinex Traveloka Tikom Allo Bank. #zonauang,1853947662464414191,,,in,open. ,0,0,0,https://x.com/claramiluuu/status/1853947662464414191,3268248596,claramiluuu
21,1853933814206320699,Tue Nov 05 22:54:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 6,1853933814206320699,,,in,,0,0,0,https://x.com/sptigaa/status/1853933814206320699,1484162682853158913,sptigaa
22,1853927363081572842,Tue Nov 05 22:28:22 +0000 2024,0,gestun kredit cc bca paylater danacicil jenius yup gopaylater kredivo spaylater livin paylater creditnex akulaku indodana tokopedia card testi 15.000 cek pinned kk #zonauang,1853927363081572842,,,in,whatssap,0,0,0,https://x.com/sturbkcs/status/1853927363081572842,1651949733722877953,sturbkcs
23,1853905697332949101,Tue Nov 05 21:02:16 +0000 2024,0,[82] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853905697332949101,,,in,,0,0,0,https://x.com/convertv2_/status/1853905697332949101,1675735980077379586,convertv2_
24,1853858580161867981,Tue Nov 05 17:55:03 +0000 2024,0,[81] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853858580161867981,,,in,,0,0,0,https://x.com/convertv2_/status/1853858580161867981,1675735980077379586,convertv2_
25,1853849078217765053,Tue Nov 05 17:37:28 +0000 2024,0,@dillazwd Sesuai dengan tampilan gambar yang dikirimkan untuk kartu kredit UnionPay maka tidak bisa ya Ibu @dillazwd. Tks ^Groho,1853854156622361083,,dillazwd,in,Jakarta - Indonesia,0,0,0,https://x.com/HaloBCA/status/1853854156622361083,620977821,HaloBCA
26,1853849078217765053,Tue Nov 05 17:35:42 +0000 2024,0,@dillazwd Dengan senang hati kami informasikan Ibu @dillazwd. Apabila pihak merchant bisa menerima pembayaran dengan kartu kredit UnionPay maka bisa ya. Untuk hal tersebut dapat kami sarankan untuk konfirmasi kepada pihak merchant ya. Tks ^Groh,1853853713565421844,,dillazwd,in,Jakarta - Indonesia,0,0,0,https://x.com/HaloBCA/status/1853853713565421844,620977821,HaloBCA
27,1853849078217765053,Tue Nov 05 17:23:10 +0000 2024,0,@dillazwd Dengan senang hati kami informasikan Ibu @dillazwd. Apabila pihak merchant bisa menerima pembayaran dengan kartu kredit UnionPay maka bisa ya. Tks ^Groh,1853850557850726748,,dillazwd,in,Jakarta - Indonesia,0,1,0,https://x.com/HaloBCA/status/1853850557850726748,620977821,HaloBCA
28,1853842361698451723,Tue Nov 05 16:50:36 +0000 2024,0,Masih open! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853842361698451723,,,in,,0,0,0,https://x.com/sqtudio/status/1853842361698451723,2429638638,sqtudio
29,1853828086103732253,Tue Nov 05 16:03:20 +0000 2024,0,@lanangmaxwin Dengan senang hati kami informasikan Bapak/Ibu Pelanggan. Tidak bisa ya. Khusus Kartu Kredit BCA Amex Platinum pendebetan harus 100%. Tks ^Gefar,1853830467486958028,,lanangmaxwin,in,Jakarta - Indonesia,0,0,0,https://x.com/HaloBCA/status/1853830467486958028,620977821,HaloBCA
30,1853828117569409471,Tue Nov 05 15:54:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 50,1853828117569409471,,,in,,0,0,0,https://x.com/sptigaa/status/1853828117569409471,1484162682853158913,sptigaa
31,1853820067693351421,Tue Nov 05 15:22:01 +0000 2024,12,Funfact: QRIS di aplikasi Livin Mandiri dan Wondr BNI bisa connect ke kartu kredit (BCA belom bisa ). Jajan telor gulung 5rb bayar bisa pake QRIS -&gt; kartu kredit. Tiap bulan cash utuh. Tabungan aman. Belanja pake kartu kredit yg dilunasi tiap gajian. Menyala QRIS-ku! ,1853820067693351421,,,in,Caladan,1,0,3,https://x.com/mhuseinali/status/1853820067693351421,177760518,mhuseinali
32,1853818648764486142,Tue Nov 05 15:16:22 +0000 2024,0,open gestun spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup lazada tiket com traveloka tiktok allobank dll #zonauang 1209,1853818648764486142,,,in,whatssap,0,0,0,https://x.com/sturbkcs/status/1853818648764486142,1651949733722877953,sturbkcs
33,1853813018179584133,Tue Nov 05 14:54:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 59,1853813018179584133,,,in,,0,0,0,https://x.com/sptigaa/status/1853813018179584133,1484162682853158913,sptigaa
34,1853804377624203600,Tue Nov 05 14:19:40 +0000 2024,0,[80] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853804377624203600,,,in,,0,0,0,https://x.com/convertv2_/status/1853804377624203600,1675735980077379586,convertv2_
35,1853794031253541316,Tue Nov 05 13:38:33 +0000 2024,0,Kalian cari pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853794031253541316,,,in,,0,0,0,https://x.com/hyfyoon/status/1853794031253541316,2394688310,hyfyoon
36,1853793991239905418,Tue Nov 05 13:38:23 +0000 2024,0,Kalian cari pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853793991239905418,,,in,,0,0,0,https://x.com/sqtudio/status/1853793991239905418,2429638638,sqtudio
37,1853782819300049082,Tue Nov 05 12:54:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 58,1853782819300049082,,,in,,0,0,0,https://x.com/sptigaa/status/1853782819300049082,1484162682853158913,sptigaa
38,1853777652299215058,Tue Nov 05 12:33:28 +0000 2024,0,Gavi open - spay - gpay - akulaku via bukalapak - indodana BRIceria Allobank - Kredivo via - Kartu kredit (BCA UOB BRI MANDIRI NEOBANK DANAMON OCTO JENIUS PAYLATER DLL) - BCA Paylatr Boleh chat dulu buat tanya2 yah,1853777652299215058,,,in,,0,0,0,https://x.com/Gavi_co/status/1853777652299215058,1817963388158566400,Gavi_co
39,1853773184916738189,Tue Nov 05 12:15:43 +0000 2024,0,Yuk yang mau pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853773184916738189,,,in,,0,0,0,https://x.com/sqtudio/status/1853773184916738189,2429638638,sqtudio
40,1853772980368916496,Tue Nov 05 12:14:54 +0000 2024,0,Hallo! @kin_love_bot open pencairan limit spaylater kredivo yupcard credinex bri ceria jenius flip allobank bca dan livin paylater akulaku kartu kredit tiktok traveloka dll bisa semuanya di kin transaksi gestun hanya di whatsapp yah (≧∇≦)/ #zonauang,1853772980368916496,,,in,,0,0,0,https://x.com/pp_love_bot/status/1853772980368916496,1681292836539633665,pp_love_bot
41,1853759891976196316,Tue Nov 05 11:22:54 +0000 2024,1,selamat malam @HaloBCA saya mulai pagi hendak melakukan pembayaran kartu kredit bank MEGA melalui ATM BCA tapi gagal terus apakah ada error?! terima kasih,1853759891976196316,,,in,,2,10,0,https://x.com/CordeAmore/status/1853759891976196316,1160059176,CordeAmore
42,1853758028480487874,Tue Nov 05 11:15:29 +0000 2024,0,[79] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853758028480487874,,,in,,0,0,0,https://x.com/convertv2_/status/1853758028480487874,1675735980077379586,convertv2_
43,1853757952332562789,Tue Nov 05 11:15:11 +0000 2024,0,sore aku open gestun Gopaylater Spaylater Kartu Kredit CC Indodana Kredivo BRI Ceria Credinex Bukalapak Lazada Paylater QR (Yup Jenius BCA Mandiri Livin Dana Allobank dll) Avail via tagihan scan qr link co ️ https://t.co/DXF5xaxo9C #zonauang,1853757952332562789,,,in,fast respon di Whatsapp,0,1,0,https://x.com/terrastorie/status/1853757952332562789,1400465266824269829,terrastorie
44,1853752368686674074,Tue Nov 05 10:53:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 57,1853752368686674074,,,in,,0,0,0,https://x.com/sptigaa/status/1853752368686674074,1484162682853158913,sptigaa
45,1853752368355029153,Tue Nov 05 10:53:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 56,1853752368355029153,,,in,,0,0,0,https://x.com/sptigaa/status/1853752368355029153,1484162682853158913,sptigaa
46,1851126187747414367,Tue Nov 05 10:34:24 +0000 2024,0,Seneng banget kalau bantu nasabah apply kartu kredit bca terus approve️ Yang mau apply cc bca bisa dm️ https://t.co/Gq0MAE0rRK,1853747687629484306,https://pbs.twimg.com/media/GbnVsY-bkAAmX4u.jpg,buatapahayo06,in,,0,0,0,https://x.com/buatapahayo06/status/1853747687629484306,1284696345383538689,buatapahayo06
47,1853742102167109863,Tue Nov 05 10:21:59 +0000 2024,0,@adityawahyu_as Mohon maaf atas ketidaknyamanan yang Bapak adityawahyu_as alami. Kami bantu pengecekan untuk nomor 021-30030030 benar nomor team telemarketing kartu kredit BCA ya. Tks ^Groho,1853744565305675879,,adityawahyu_as,in,Jakarta - Indonesia,0,0,0,https://x.com/HaloBCA/status/1853744565305675879,620977821,HaloBCA
48,1853741363600540146,Tue Nov 05 10:09:16 +0000 2024,0,Launching HUAWEI Watch D 2nd Generation! Diskon hingga Rp400 ribu di erafone store Huawei Experience Store Urban Republic &amp; erafone .com Cicilan BCA 0% hingga 12 bulan dengan Kartu Kredit BCA. Periode promonya hingga 30 November 2024. Info cek di https://t.co/5BHYPmYOp6 https://t.co/Cps4vDarGV,1853741363600540146,https://pbs.twimg.com/media/GbnP8dnb0AAR0Op.jpg,,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853741363600540146,198556824,KartuKreditBCA
49,1853741277256569157,Tue Nov 05 10:08:56 +0000 2024,0,hola masi open gestun allo bank credinex livin jenius bca paylater yup honest tokopedia card cc kartu kredit saldo masih avail ya via scan qr jadi langsung transfer gaperlu co barangg cairin limit paylater qris #zonauang #zonaba chat aku ke https://t.co/NA2wdSN2j6 fast tf,1853741277256569157,,,in,"20 , 35.000+ testi cv ke",0,0,0,https://x.com/YONGIEDELIGHT/status/1853741277256569157,1367615938585976833,YONGIEDELIGHT
50,1853735640158077139,Tue Nov 05 09:46:32 +0000 2024,0,Open terus! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853735640158077139,,,in,,0,0,0,https://x.com/hyfyoon/status/1853735640158077139,2394688310,hyfyoon
51,1853735596226924775,Tue Nov 05 09:46:21 +0000 2024,0,Open terus! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853735596226924775,,,in,,0,0,0,https://x.com/sqtudio/status/1853735596226924775,2429638638,sqtudio
52,1853722169206788438,Tue Nov 05 08:53:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 55,1853722169206788438,,,in,,0,0,0,https://x.com/sptigaa/status/1853722169206788438,1484162682853158913,sptigaa
53,1853714773554422122,Tue Nov 05 08:23:37 +0000 2024,0,open - kredivo spaylatter bca paylatter yup paylatter jenius paylatter gopaylatter tokopediacard ovo u card credinex all cc/kartu kredit traveloka non vn tiktokshop paylatter dll. avail banyak instan nom besar bisa masup! whatsapp. (555),1853714773554422122,,,in,whatsapp! dm gaada notif 🤗,0,0,0,https://x.com/mowrkylee/status/1853714773554422122,1272866452698050561,mowrkylee
54,1853704322133250253,Tue Nov 05 08:20:34 +0000 2024,0,@Ir_wan_di_ Jika mengalami kendala nasabah pemilik kartu kredit bisa informasikan nomor customer dan nomor handphone yang dapat dihubungi melalui DM. Pastikan Anda berinteraksi dengan akun resmi Bank BCA yang sudah terverifikasi. (4/4),1853714009155051670,,Ir_wan_di_,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853714009155051670,198556824,KartuKreditBCA
55,1853704322133250253,Tue Nov 05 08:20:27 +0000 2024,0,@Ir_wan_di_ melalui aplikasi haloBCA di fitur Call lalu pilih Kartu Kredit (bebas pulsa) agar dapat dibantu blokir kartu kredit dan pengecekan data lainnya sekaligus dibuatkan laporan. (3/4),1853713977798435034,,Ir_wan_di_,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853713977798435034,198556824,KartuKreditBCA
56,1853704322133250253,Tue Nov 05 08:20:21 +0000 2024,0,@Ir_wan_di_ terkoneksi dengan Kartu Kredit BCA maka pemblokiran bisa dilakukan melalui fasilitas tersebut di menu m-Admin lalu pilih Blokir Kartu Kredit dan ikuti langkah selanjutnya. Nasabah bisa menghubungi layanan Halo BCA 1500888 (2/4),1853713951747662182,,Ir_wan_di_,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853713951747662182,198556824,KartuKreditBCA
57,1853704322133250253,Tue Nov 05 08:20:15 +0000 2024,0,@Ir_wan_di_ Selamat sore @Ir_wan_di_. Kami turut prihatin untuk kejadian yang dialami. Apabila mengalami kendala merasa tidak transaksi kartu kredit kami sarankan dilakukan pemblokiran. Apabila pemilik kartu kredit memiliki fasilitas m-BCA (BCA mobile) yang sudah (1/4),1853713926267215932,,Ir_wan_di_,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853713926267215932,198556824,KartuKreditBCA
58,1853713756104319305,Tue Nov 05 08:19:34 +0000 2024,0,O2. { #zonauang } aku open pencairan limit kredit spaylater kredivo indodana gopaylater bri ceria credinex honest tokopedia card livin yup bca jenius flip paylater! cair instan hitungan menit fastrespon ,1853713756104319305,,,in,LINK WA 👉🏻,0,0,0,https://x.com/ilovystore/status/1853713756104319305,1353587781105233920,ilovystore
59,1853699580808012231,Tue Nov 05 07:23:14 +0000 2024,0,[78] @convertv gestun bca paylater kartu kredit gopaylater yup jenius danacicil indodana blibli akulaku spaylater credinex dll testi 10.000 an #zonauang,1853699580808012231,,,in,,0,0,0,https://x.com/convertv2_/status/1853699580808012231,1675735980077379586,convertv2_
60,1853693019821949361,Tue Nov 05 06:57:10 +0000 2024,0,Halo! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853693019821949361,,,in,,1,2,0,https://x.com/hyfyoon/status/1853693019821949361,2394688310,hyfyoon
61,1853692972472439239,Tue Nov 05 06:56:59 +0000 2024,0,Halo! pencairan limit atau gestun Jenius Paylater Spaylater Yup Card Allobank Credinex BCA Paylater Kartu kredit Kredivo Gopaylater dan lainnya? Langsung WA aku ya Testimoni banyak! #zonauang,1853692972472439239,,,in,,0,0,0,https://x.com/sqtudio/status/1853692972472439239,2429638638,sqtudio
62,1853691970322829593,Tue Nov 05 06:53:00 +0000 2024,0,halo aku open gestun/cairin limit paylater spaylater kredivo akulaku gopaylater indodana bca paylater cc/kartu kredit credinex yup paylater lazada tiketcom traveloka tiktok paylater dan allobank paylater. #zonauang 54,1853691970322829593,,,in,,0,0,0,https://x.com/sptigaa/status/1853691970322829593,1484162682853158913,sptigaa
63,1853689460187451408,Tue Nov 05 06:43:01 +0000 2024,0,Haiii. Aku open gestun all paylater spaylater tagihan/link gopaylater gopaycicil jenius paylater allobank paylater credinex yup paylater kredivo kartu kredit (CC) BCA paylater dana cicil mandiri paylater dll #zonauang 97,1853689460187451408,,,in,https://t.me/senjaprooof/1,0,0,0,https://x.com/quaintreII/status/1853689460187451408,224173023,quaintreII
64,1853688679023481328,Tue Nov 05 06:39:55 +0000 2024,0,@akumeijun open gestun; kredivo indodana gopaylater bca/tiktok paylater spaylater akulaku yup kartu kredit dan lain-lain. 2 OOO+ testimoni. ️ https://t.co/4bUQIpdHme Melayani: ️ via: co scan qr tagihan token linkpayment. #zonauang,1853688679023481328,,akumeijun,in,fast respon? chat di whatsapp.,0,0,0,https://x.com/akumeijun/status/1853688679023481328,1577808200,akumeijun
65,1853687467565793517,Tue Nov 05 06:35:06 +0000 2024,1,Gestun / gesek tunai murah dari 5% aja All kartu kredit Shopaylater yup kredivo indodana credinex julo bca paylater mandiri paylater jenius paylater Khusus tokopediacard bisa cicilan 12 bln tanpa bunga minat dm atau wa di link bio Instant cair Satset kecuali turu https://t.co/BCzBIrw1IX,1853687467565793517,https://pbs.twimg.com/media/Gbme7ZYacAAp2e9.jpg,,in,,0,0,0,https://x.com/takajapulang/status/1853687467565793517,3151703047,takajapulang
66,1853685005211595158,Tue Nov 05 06:25:19 +0000 2024,0,open - kredivo spaylatter bca paylatter yup paylatter jenius paylatter gopaylatter tokopediacard ovo u card credinex all cc/kartu kredit traveloka non vn tiktokshop paylatter dll. avail banyak instan nom besar bisa masup! whatsapp. (554),1853685005211595158,,,in,whatsapp! dm gaada notif 🤗,0,0,0,https://x.com/mowrkylee/status/1853685005211595158,1272866452698050561,mowrkylee
67,1853678664569049233,Tue Nov 05 06:00:07 +0000 2024,0,Nikmati potongan hingga Rp1 5 juta di Thule Expo 2024 dengan Kartu Kredit BCA. Kunjungi Thule Expo di Main Atrium PIK Avanue pada 5 - 10 November 2024 Info lengkap kunjungi https://t.co/bdWbNlrKPZ https://t.co/UECvOggvKs,1853678664569049233,https://pbs.twimg.com/media/GbmW5gfa4AE1tba.jpg,,in,,0,0,0,https://x.com/KartuKreditBCA/status/1853678664569049233,198556824,KartuKreditBCA
68,1853672648473235631,Tue Nov 05 05:36:13 +0000 2024,0,Hallo! kin open pencairan limit spaylater kredivo yupcard credinex bri ceria allobank bca dan livin paylater akulaku kartu kredit tiktok traveloka dll bisa semuanya di kin transaksi gestun hanya di whatsapp yah (≧∇≦)/ #zonauang,1853672648473235631,,,in,"open until rich, FASTRESP WA ",0,0,0,https://x.com/kin_love_bot/status/1853672648473235631,1334887946852265984,kin_love_bot
