User_ID,Device_ID,Feature_Name,Issue_ID,Date_Reported,Feedback_ID,Rating,Age,Gender,Location,Model_Name,Price
28,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
29,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
30,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
31,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
32,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
33,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
34,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
35,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
36,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
37,B456,Storage,,2024-05-16,37.0,2.0,20.0,Male,Beijing,Huawei Y9,900
38,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
39,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
40,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
41,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
42,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
43,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
44,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
45,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
46,A123,RAM,46.0,2024-01-27,,5.0,20.0,Male,Beijing,Huawei P30,600
47,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
48,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
49,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
50,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
51,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
52,E345,battery,52.0,2024-05-03,,5.0,20.0,Male,Beijing,Huawei P60,400
53,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
54,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
55,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
56,D012,Camera,,2024-05-16,56.0,1.0,20.0,Male,Beijing,Huawei Nova 8,500
57,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
58,A123,LCD,,2024-05-16,58.0,1.0,20.0,Male,Beijing,Huawei P30,600
59,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
60,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
61,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
62,D012,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
63,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
64,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
65,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
66,D012,battery,,2024-05-16,66.0,2.0,20.0,Male,Beijing,Huawei Nova 8,500
67,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
68,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
69,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
70,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
71,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
72,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
73,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
74,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
75,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
76,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
77,E345,LCD,77.0,2023-12-28,,5.0,20.0,Male,Beijing,Huawei P60,400
78,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
79,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
80,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
81,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
82,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
83,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
84,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
85,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
86,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
87,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
88,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
89,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
90,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
91,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
92,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
93,E345,Storage,93.0,2023-10-30,,5.0,20.0,Male,Beijing,Huawei P60,400
94,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
95,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
96,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
97,D012,LCD,97.0,2023-07-05,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
98,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
99,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
100,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
101,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
102,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
103,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
104,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
105,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
106,C789,Camera,,2024-05-16,106.0,4.0,48.0,Female,Beijing,Huawei Mate 40,1000
107,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
108,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
109,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
110,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
111,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
112,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
113,D012,Storage,113.0,2024-06-06,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
114,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
115,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
116,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
117,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
118,B456,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
119,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
120,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
121,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
122,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
123,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
124,A123,Storage,,2024-05-16,124.0,2.0,20.0,Male,Beijing,Huawei P30,600
125,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
126,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
127,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
128,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
129,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
130,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
131,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
132,E345,LCD,,2024-05-16,132.0,1.0,20.0,Male,Beijing,Huawei P60,400
133,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
134,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
135,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
136,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
137,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
138,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
139,D012,LCD,139.0,2023-11-04,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
140,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
141,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
142,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
143,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
144,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
145,E345,RAM,145.0,2024-01-22,,5.0,20.0,Male,Beijing,Huawei P60,400
146,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
147,E345,Storage,147.0,2024-04-22,,5.0,20.0,Male,Beijing,Huawei P60,400
148,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
149,D012,LCD,149.0,2024-03-10,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
150,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
151,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
152,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
153,C789,Camera,,2024-05-16,153.0,4.0,20.0,Male,Beijing,Huawei Mate 40,1000
154,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
155,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
156,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
157,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
158,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
159,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
160,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
161,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
162,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
163,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
164,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
165,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
166,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
167,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
168,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
169,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
170,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
171,A123,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
172,A123,Storage,172.0,2024-04-18,,5.0,20.0,Male,Beijing,Huawei P30,600
173,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
174,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
175,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
176,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
177,A123,Storage,177.0,2023-11-21,,5.0,20.0,Male,Beijing,Huawei P30,600
178,D012,battery,,2024-05-16,178.0,2.0,20.0,Male,Beijing,Huawei Nova 8,500
179,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
180,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
181,A123,RAM,,2024-05-16,181.0,4.0,20.0,Male,Beijing,Huawei P30,600
182,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
183,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
184,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
185,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
186,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
187,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
188,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
189,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
190,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
191,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
192,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
193,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
194,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
195,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
196,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
197,C789,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
198,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
199,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
200,D012,LCD,200.0,2024-01-26,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
201,E345,Storage,201.0,2023-12-02,,5.0,20.0,Male,Beijing,Huawei P60,400
202,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
203,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
204,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
205,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
206,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
207,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
208,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
209,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
210,D012,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
211,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
212,A123,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
213,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
214,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
215,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
216,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
217,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
218,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
219,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
220,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
221,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
222,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
223,D012,RAM,,2024-05-16,223.0,4.0,20.0,Male,Beijing,Huawei Nova 8,500
224,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
225,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
226,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
227,A123,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
228,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
229,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
230,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
231,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
232,A123,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
233,D012,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
234,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
235,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
236,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
237,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
238,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
239,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
240,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
241,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
242,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
243,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
244,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
245,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
246,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
247,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
248,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
249,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
250,E345,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
251,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
252,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
253,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
254,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
255,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
256,C789,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
257,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
258,B456,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
259,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
260,D012,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
261,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
262,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
263,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
264,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
265,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
266,B456,RAM,,2024-05-16,266.0,1.0,22.0,Male,Chengdu,Huawei Y9,900
267,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
268,D012,Camera,,2024-05-16,268.0,2.0,49.0,Female,Chengdu,Huawei Nova 8,500
269,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
270,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
271,C789,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
272,B456,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
273,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
274,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
275,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
276,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
277,A123,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
278,A123,Storage,278.0,2024-03-11,,5.0,20.0,Male,Beijing,Huawei P30,600
279,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
280,E345,battery,,2024-05-16,280.0,2.0,20.0,Male,Beijing,Huawei P60,400
281,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
282,B456,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
283,B456,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
284,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
285,C789,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
286,A123,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
287,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
288,B456,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
289,D012,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
290,A123,Storage,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
291,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
292,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
293,C789,Camera,,2024-05-16,293.0,2.0,20.0,Male,Beijing,Huawei Mate 40,1000
294,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
295,D012,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
296,B456,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
297,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
298,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
299,E345,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
300,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
301,C789,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Mate 40,1000
302,D012,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
303,D012,Storage,,2024-05-16,303.0,2.0,20.0,Male,Beijing,Huawei Nova 8,500
304,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
305,E345,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
306,E345,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
307,B456,RAM,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Y9,900
308,E345,Camera,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P60,400
309,D012,battery,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei Nova 8,500
310,A123,LCD,,2024-05-16,,5.0,20.0,Male,Beijing,Huawei P30,600
